Title,Name,Desc,Attribute 
gunfighter,Gunfighter51,"[PAWN_nameDef] was a deadly shot. Peace wasn't for him. [PAWN_pronoun] found [PAWN_possessive] family among the brothers and sisters that [PAWN_pronoun] spent years fighting alongside.

After most of those close to [PAWN_objective] died, [PAWN_pronoun] once again set off to lend [PAWN_possessive] gun to those who needed it - or those who could pay.",Shooting+8	Melee+2	Medicine+6	
renowned professor,RenownedProfessor51,"[PAWN_nameDef]'s bottomless compassion and love of knowledge drove [PAWN_objective] to a life of teaching. [PAWN_pronoun] became one of the best-known names in academia throughout the urbworld bubble.

[PAWN_possessive] holo-lectures were revered by all that watched, and the few students [PAWN_pronoun] accepted into [PAWN_possessive] seminars spoke widely of [PAWN_possessive] kindness and patience.",Intellectual+5	Social+6	
navy tech officer,NavyTechOfficer0,"After repairing a fleet admiral's holoscreen with nothing but a pair of rusty pliers and scrap wire, [PAWN_nameDef] was invited to the Federation Naval Academy.

[PAWN_pronoun] received an excellent technical education and extensive firearms training, but had no interest in studying more menial skills.",Intellectual+6	Shooting+4	Cooking-2	Crafting+5	Animals-2	
king of pirates,KingOfPirates25,"As a self-proclaimed king of pirates, [PAWN_nameDef] was ruthless. Manipulative in nature, [PAWN_pronoun] was not afraid to sacrifice the people around [PAWN_objective] in service of [PAWN_possessive] own goals. [PAWN_pronoun] was a good shot, but even more skilled with a sword, and [PAWN_pronoun] loved the adrenaline rush of close combat.",Shooting+5	Melee+8	Social+4	Animals+3	
space navy tech,SpaceNavyTech37,"[PAWN_nameDef] was in a space navy for the most powerful planet in the local star group. [PAWN_pronoun] developed skills in maintenance, electronic systems, radar and imaging, and logistics management.

[PAWN_pronoun] served with pride and patriotic love for [PAWN_possessive] planet.",Intellectual+8	Shooting+4	Melee+2	Crafting+3	
defector,Defector95,"[PAWN_nameDef] decided to leave the oppressive dictatorship where [PAWN_pronoun] lived. [PAWN_possessive] defection was not well-received, and agents were sent after [PAWN_objective].

[PAWN_pronoun] spent years on the run. Since [PAWN_pronoun] could trust no doctor, [PAWN_pronoun] treated [PAWN_possessive] own wounds. The ordeal made [PAWN_objective] bitter and untrusting.",Construction+3	Shooting+4	Melee+2	Social-2	Medicine+4	Crafting+3	
space marine medic,SpaceMarineMedic10,"[PAWN_nameDef] joined a colony contact expeditionary force as a medic. The mission turned bad when the colonists turned out to be suffering from a zombifying disease. [PAWN_pronoun] ran and fought for days.

Cornered with wounded men, [PAWN_pronoun] sprayed enough ammunition to wear out four machine gun barrels, and learned the value of high-volume fire. But [PAWN_possessive] nickname, Noob, stuck from that day forward.",Shooting+6	Melee+2	Medicine+6	
technician,Technician9,"As an IT technician, [PAWN_nameDef] didn't have much time to write code any more.

[PAWN_pronoun] got called to work all the time to fix failures in the cryptosleep chamber and AI persuasion systems.",Construction+2	Intellectual+6	Medicine+4	
mercenary lord,MercenaryLord13,"[PAWN_nameDef] formed a mercenary company out of freelancers who wanted to make good money while also making slightly better-than-average moral choices. [PAWN_pronoun] called it the Ashmarines.

To avoid the coreworlds' military forces, [PAWN_pronoun] moved [PAWN_possessive] company to the rimworlds. There, [PAWN_pronoun] established bases and communities. In ruling, [PAWN_pronoun] maintained a form of order among the raiders and madmen of deep space.",Intellectual+4	Shooting+2	Social+7	Medicine+3	Artistic+2	
shadow marine,ShadowMarine63,"After perfecting [PAWN_possessive] skills as a pathfinder, [PAWN_nameDef] left [PAWN_possessive] unit to put [PAWN_possessive] skills to use on the planets [PAWN_pronoun] helped chart.

Familiar with orbital trade routes, [PAWN_pronoun] was able to get onto and off any planet without being detected.",Intellectual+4	Shooting+4	Melee+2	Medicine+3	Animals+3	
warlordess,Warlordess56,"[PAWN_nameDef] was the tough leader of a pirate band.

[PAWN_pronoun] would accept any challenge, no matter how violent or dangerous. Others called [PAWN_objective] a killing machine.",Mining-2	Melee-2	Social+6	Cooking+6	Medicine+5	Artistic+3	
computer engineer,ComputerEngineer36,"Leveraging [PAWN_possessive] childhood experience, [PAWN_nameDef] became a computer engineer. [PAWN_pronoun] also learned to craft delicate sculptures and random electronics for fun.

        [PAWN_nameDef] became fond of technology and mostly gave up on talking to people. Using computers as friends has left [PAWN_nameDef] unable to care for others.",Intellectual+6	Social-2	Artistic+2	Crafting+5	
commoner lord,CommonerLord45,"After years of training in martial arts and diplomacy, [PAWN_nameDef] was eventually given land and subjects of [PAWN_possessive] own to rule.

        Because of [PAWN_nameDef]'s commoner heritage, the other lords disapproved. They framed [PAWN_objective] for a heinous crime, and the emperor had no choice but to exile [PAWN_objective].",Melee+7	Social+6	
tournament fighter,TournamentFighter28,"Motivated by the violence in [PAWN_possessive] environment, [PAWN_nameDef] studied martial arts, eventually signing up for an unarmed fighting tournament.

        Unlike [PAWN_possessive] opponents, [PAWN_nameDef] looked to the ancient warriors for guidance. [PAWN_pronoun] trained from dusk till dawn, perfecting [PAWN_possessive] skills.",Intellectual+2	Melee+8	Medicine+1	
hypnocult leader,HypnocultLeader61,"Desiring to understand people, [PAWN_nameDef] learned hypnotism and discovered [PAWN_possessive] talent for the art.

        [PAWN_pronoun] gathered followers and formed a cult around [PAWN_possessive] vibrant personality. The authorities discovered [PAWN_possessive] illegal operations, and [PAWN_nameDef] fled before [PAWN_pronoun] could be arrested.",Intellectual+5	Social+8	
art student,ArtStudent79,"After years of practice, Freya was able to enrol into an art university and take her skills further. She sought art industry work after graduating with good grades. She made some progress with private commissions, managing to make a decent living from heart.",Construction-2	Plants-1	Cooking-1	Medicine+1	Artistic+8	Crafting+2	
vengeful nomad,VengefulNomad67,"After refusing the wild demands of a tyrannical king, [PAWN_nameDef]'s nomad band was marked as an outlaw group and systematically hunted.

        [PAWN_nameDef]'s family was eventually captured. Those who weren't killed were taken as slaves. Sold to the owner of a manufactory, [PAWN_nameDef] swore that one day [PAWN_pronoun] would have [PAWN_possessive] revenge.",Construction+5	Mining+1	Crafting+7	
mod designer,ModDesigner85,"[PAWN_nameDef] designed combat modifications for frontline soldiers.

One night, in a nightmare, [PAWN_nameDef] was confronted by all the men and women killed by [PAWN_possessive] work. [PAWN_pronoun] decided to travel to the rimworlds and use [PAWN_possessive] skills for good.",Intellectual+5	Crafting+5	Medicine+2	
mercenary captain,MercenaryCaptain98,"[PAWN_nameDef] was in the crew of a mercenary ship. Disciplined and confident, [PAWN_pronoun] quickly rose through the ranks and gained friends.

In [PAWN_possessive] time as a mercenary captain, [PAWN_pronoun] was known for being gregarious and calm - possibly thanks to the joywires.",Intellectual+2	Shooting+5	Social+5	
restorer,Restorer70,"[PAWN_nameDef] traveled the world, always looking for old and forgotten things to repair for the good of others, working to see the true beauty in all things.",Construction+5	Crafting+9	Social-2	
Rimworld exile,RimworldExile32,"After [PAWN_possessive] planet was technologically uplifted by a benevolent glitterworld charity, [PAWN_nameDef] saw an opportunity to make some money by defrauding the wealthy glitterworld visitors.

After [PAWN_pronoun] was caught, [PAWN_pronoun] was exiled to the rim, where [PAWN_pronoun] targeted rich trading companies to continue [PAWN_possessive] life of crime.",Intellectual+6	Shooting-2	Social+5	Cooking+2	
Streamer,Streamer52,"[PAWN_nameDef] worked as a videogame streamer, and was known for [PAWN_possessive] monkey-related impressions and jokes.

A pandemic forced [PAWN_objective] to go into cryptosleep for several years. During [PAWN_possessive] sleep, [PAWN_pronoun] was launched on an interstellar diplomatic mission. Nothing was heard of [PAWN_objective] ever again.",Social+6	Animals+5	
Civil servant,CivilServant25,"[PAWN_nameDef] was bureaucrat in the civil service.

Although [PAWN_possessive] family connections took [PAWN_objective] far, [PAWN_possessive] vocal opposition to [PAWN_possessive] bosses' plans hindered [PAWN_possessive] advancement. Called a ""red prince"" by some, [PAWN_nameDef] sympathized with the poor, leading ultimately to disgrace in [PAWN_possessive] career.",Intellectual+3	Social+6	
Traveling bard,TravelingBard93,"[PAWN_nameDef] joined the famous Star Pilots On Channel K (aka S.P.O.C.K) and toured the star system, but eventually the band split up and their fame faded away.

[PAWN_pronoun] ended up as a travelling bard playing on [PAWN_possessive] portable synthesizer as [PAWN_pronoun] traveled from spaceport to spaceport.",Social+5	Artistic+4	Crafting+2	
game developer,GameDeveloper95,"[PAWN_nameDef] was an independent game developer.

After an early success, [PAWN_possessive] career quickly degenerated into a circus of misguided ideas, deals gone wrong, and desperate, failed PR stunts.",Construction-2	Mining-2	
fallen prodigy,FallenProdigy40,"[PAWN_nameDef] was born on a glitterworld falling into chaos. [PAWN_possessive] father was killed in action.

[PAWN_pronoun] struggled for a scholarship at Utmaior Academy and had to prove [PAWN_possessive] right to be there. A child genius, [PAWN_pronoun] was bullied as a charity case and couldn't make friends with the other kids.",Construction+2	Plants+2	Intellectual+5	Medicine+3	Crafting+2	
farm kid,FarmKid60,[PAWN_nameDef] grew up on [PAWN_possessive] family's beef farm. [PAWN_pronoun] enjoyed working the fields and taking care of the animals.,Plants+3	Medicine+2	Crafting+2	
farmer boy,FarmerBoy88,"[PAWN_nameDef]'s parents died in a fire when [PAWN_pronoun] was seven. [PAWN_pronoun] grew up on [PAWN_possessive] uncle's farm, plowing fields and doing manual labor.

[PAWN_pronoun] could not bear answering questions about [PAWN_possessive] parents, so [PAWN_pronoun] replaced social contact with hard work.",Construction+1	Plants+4	Mining+1	Crafting+2	
urbworld criminal,UrbworldCriminal6,"Born into bad circumstance on an overpopulated urbworld, [PAWN_nameDef] turned to small-time crime as a way to avoid starvation and hypothermia.

Robbery and murder were daily activities for [PAWN_objective]. [PAWN_nameDef] learned that surviving was winning.",Shooting+2	Melee+3	Medicine+1	
optimistic child,OptimisticChild30,[PAWN_nameDef] was blessed with loving parents and a pleasant midworld life. [PAWN_pronoun] was an  optimistic and sociable kid who loved making friends and listening to their stories. [PAWN_possessive] imagination would run wild with ideas and questions.,Social+4	
urbworld hooligan,UrbworldHooligan12,[PAWN_nameDef] grew up in a dangerous urbworld. [PAWN_pronoun] quickly learned how to get [PAWN_possessive] daily meal - by crime. Such means left little to no space for cooking and growing activities.,Shooting+2	Melee+3	Cooking-3	
indworld urchin,IndworldUrchin73,"[PAWN_nameDef] grew up on the streets of a world in the early stages of its industrial revolution. [PAWN_pronoun] passed [PAWN_possessive] days stealing, begging and tinkering with discarded machine scraps, always on the lookout for a way to escape poverty.",Construction+1	Melee+1	Crafting+2	
child scientist,ChildScientist30,"After graduating college very young, [PAWN_nameDef] devoted [PAWN_possessive] life to becoming immortal. [PAWN_pronoun] was arrested for trying to genetically modify [PAWN_objective]self.

The authorities released [PAWN_objective] on the condition that [PAWN_pronoun] would work in a government lab on spacecraft technology. [PAWN_pronoun] was permitted to continue [PAWN_possessive] personal research in [PAWN_possessive] free time.",Intellectual+4	Social-3	Cooking-2	Medicine+3	
mechanoid nerd,MechanoidNerd10,"[PAWN_nameDef] grew up in an urbworld as the only child of a pair of mechanoid designers.
They encouraged [PAWN_possessive] interest in the machines. Eventually, [PAWN_pronoun] became obsessed with building [PAWN_possessive] own.

Unfortunately this also lead to [PAWN_objective] being a loner as [PAWN_pronoun] prefered technical books to friends.",Construction+2	Intellectual+3	Social-2	Crafting+2	
coliseum cleaner,ColiseumCleaner54,"During the 'Inner Destrian War' fallout, [PAWN_possessive] parents were captured and [PAWN_pronoun] was born into a life of slavery. Forced to clean coliseums after bloody battles for money. Watching, waiting, and learning. Coliseums were the only thing [PAWN_pronoun] ever knew. One night while cleaning the coliseum, [PAWN_possessive] family was murdered.",Intellectual+4	Social+2	Crafting+1	
officer cadet,OfficerCadet25,"From a young age, [PAWN_nameDef] trained to be a leader of men. [PAWN_pronoun] enrolled in the Vanu Defense College when [PAWN_pronoun] was a boy and became proficient with a range of weapons and survival techniques.",Plants+1	Shooting+3	Melee+3	Social+1	Medicine+1	
reclusive prodigy,ReclusiveProdigy96,"Growing up on a flourishing glitterworld afforded [PAWN_nameDef] the chance to fully devote [PAWN_objective]self to [PAWN_possessive] studies.

Having taken a keen interest in genetic modification and neural augmentation from a young age, [PAWN_pronoun] had little time (or desire) for a regular childhood.",Intellectual+4	Medicine+4	
war refugee,WarRefugee96,"A war broke on out [PAWN_nameDef]'s home planet.

Gathering what little food and belongings they could, [PAWN_nameDef] and [PAWN_possessive] father stole a ship and escaped into space.",Intellectual+5	Shooting+6	Melee+5	Cooking-3	
work camp slave,WorkCampSlave37,"[PAWN_nameDef] grew up as a slave to a particularly nasty noble family on a medieval world. 

While [PAWN_pronoun] received no formal education, the harsh labor regimen made [PAWN_possessive] body strong.",Construction+2	Plants+2	Mining+2	Social-2	
disciplined farmer,DisciplinedFarmer28,"[PAWN_nameDef] was the younger of two sons on the family farm, a frontier plot that struggled to turn a profit. [PAWN_nameDef]'s father was a strict disciplinarian, constantly at [PAWN_possessive] sons to work harder and keep quiet. [PAWN_nameDef] burnt [PAWN_possessive] hand making breakfast once and swore to cook only when [PAWN_possessive] life was in danger.",Construction+2	Plants+3	Intellectual-1	Mining+2	
voyager child,VoyagerChild94,"[PAWN_nameDef] was raised on an R&D starship, and spent most of [PAWN_possessive] childhood travelling through the void.

Approaching a mysterious planetoid, the ship was severely damaged. [PAWN_possessive] next memory is of the ship heading out of orbit, fully repaired. [PAWN_pronoun] soon developed an unnatural gift for technological research.",Intellectual+4	
vatgrown medic,VatgrownMedic53,"Raised to be a combat medic, [PAWN_nameDef] was trained in firearms as well as medicine. [PAWN_possessive] favorite phrase when coming upon a wounded soldier was, ""Life or death?"" Most chose life.",Shooting+3	Medicine+3	
core dilettante,CoreDilettante33,"[PAWN_nameDef] spent [PAWN_possessive] formative years on a glitterworld in the core region, where [PAWN_pronoun] and [PAWN_possessive] friends pursued lives of idle pleasure.

As [PAWN_pronoun] grew up, [PAWN_pronoun] began to find the life of ease unfulfilling. [PAWN_pronoun] decided to look for a more challenging path.",Intellectual+2	Social+2	Artistic+2	
aspiring pop idol,AspiringPopIdol28,"[PAWN_nameDef] was being trained in song and dance to become the next big pop idol. [PAWN_pronoun] grew up being taken care of by company handlers.

[PAWN_pronoun] never knew manual labor, but learned a lot about music and social etiquette.",Shooting-4	Melee-4	Social+4	Artistic+4	
farm boy,FarmBoy64,"[PAWN_nameDef] worked on [PAWN_possessive] family's farm, looking after the animals and treating them when they were injured. Preferring hands-on tasks and the outdoors, [PAWN_pronoun] avoided softer jobs that might have kept [PAWN_objective] cooped up inside.

[PAWN_pronoun] enjoyed this lonely work, and tended to stay out of people's way and do [PAWN_possessive] own thing.",Plants+2	Mining+3	Melee+4	Social-3	Cooking-2	
logical child,LogicalChild2,"[PAWN_pronoun] preferred logical activities like computers and was completely useless at art.

Being awkward in social situations, [PAWN_possessive] friends were few but close.",Construction+2	Intellectual+2	Social-2	Crafting+2	
station whelp,StationWhelp94,"[PAWN_nameDef] spent [PAWN_possessive] childhood as a penniless orphan living on a space station. [PAWN_pronoun] managed to scrape by doing filthy jobs and stealing. [PAWN_pronoun] became so violent due to poor treatment by [PAWN_possessive] “betters” that [PAWN_pronoun] was banished from the station, just to be picked up by space pirates.",Shooting+3	Melee+5	
construction grunt,ConstructionGrunt84,"Growing up in [PAWN_possessive] father's lab, [PAWN_nameDef] was given the life of an intellectual elite. [PAWN_pronoun] got everything [PAWN_pronoun] desired, and price was never an object.

However [PAWN_nameDef] did not partake in the luxury given to him. Instead, [PAWN_pronoun] pursued more physical, and - in [PAWN_possessive] father's eyes - lower-class jobs.",Construction+4	Social+1	Crafting+2	
student engineer,StudentEngineer34,"A genius child, [PAWN_nameDef] was put in a special training program covering aerospace warfare and engineering.

One day, [PAWN_pronoun] tried to befriend a squirrel by giving it a bracelet. The squirrel bit [PAWN_objective], earning [PAWN_objective] the nickname “Squirrel {PAWN_gender ? Boy : Girl}”.

[PAWN_nameDef] came to believe that work involving manual labor is beneath [PAWN_objective].",Construction+2	Intellectual+4	Mining-2	Cooking-2	Artistic-2	Crafting+4	
street kid,StreetKid19,"Growing up on the streets and fields of a rimworld, [PAWN_nameDef]'s [PAWN_possessive] only friend was a dog named Rest. The pair scraped by, finding just enough food to survive.

When [PAWN_pronoun] was 13 years old, a criminal group took [PAWN_objective] under their wing.",Melee+3	Social+3	
pizza lover,PizzaLover94,"[PAWN_nameDef] loved boomrat pizza intensely. Rarely eating anything else, [PAWN_pronoun] was prone to bad health and low oxygen uptake.

[PAWN_pronoun] loved bashing in the skulls of random creatures to see what was inside.",Melee+5	Cooking+3	
frontier marshal,FrontierMarshal54,"[PAWN_nameDef] inherited a sense of duty from [PAWN_possessive] father, and began a law enforcement career on [PAWN_possessive] frontier homeworld.

[PAWN_pronoun] tried to uphold the law with honor, but the corruption and greed of local government officials often discouraged him.",Shooting+4	Melee+3	
mercenary recruit,MercenaryRecruit36,"Descended from a long line of mercenaries, [PAWN_nameDef] grew up in a busy trading hub.

[PAWN_possessive] interest in the foreign goods at the market often distracted [PAWN_objective] from [PAWN_possessive] chores and training.",Shooting+3	Melee+1	Crafting+3	
abandoned child,AbandonedChild30,"[PAWN_nameDef] was a quick witted, funny child. One day, [PAWN_pronoun] wandered off on [PAWN_possessive] wealthy parents, and was ultimately lost in a supposedly unused ore warehouse. Due to cloning technology, [PAWN_possessive] parents decided that the time looking for [PAWN_objective] was better spent on just cloning a better son.",Construction+1	Shooting+1	Melee+1	Social+1	
traders' child,TradersChild62,"[PAWN_nameDef] grew up in a family of nomadic traders, making a living from selling and buying goods on many worlds.

[PAWN_nameDef] learned the customs and methods of trade of many cultures by participating in [PAWN_possessive] parents' business.",Construction-2	Plants-1	Social+1	Crafting+1	
corp student,CorpStudent95,"De Dion was bred to become an executive officer for the large space trading corporation that owned [PAWN_possessive] home planet. [PAWN_possessive] family had been working for that corporation for seven generations.

At age six, [PAWN_pronoun] started to study at the corporate academy, where [PAWN_pronoun] became a loyal follower and a ruthless executive.",Intellectual+3	Social+3	Medicine-2	Artistic-3	
VR addict,VRAddict29,[PAWN_nameDef] was a VR head - someone who is permanently jacked into the virtual gaming universe by [PAWN_possessive] spinal plug. [PAWN_pronoun] moved through [PAWN_possessive] daily tasks barely aware of the physical reality around him. This left [PAWN_objective] nearly unable to socialize.,Intellectual+2	Shooting+1	Melee+1	Artistic+1	Crafting+1	
nerd,Nerd92,"[PAWN_nameDef] was curious about everything. While other kids played tag in the suburbs of their industrial city, [PAWN_nameDef] read every book [PAWN_pronoun] could find about technology, robots, and weapons - whatever looked coolest.

[PAWN_possessive] strong French accent kept [PAWN_objective] from making real friends.",Construction+1	Intellectual+4	Medicine+2	Crafting+2	
rebel slave,RebelSlave14,"[PAWN_nameDef] was born into corporate slavery and raised to perform menial tasks for minimum pay. [PAWN_pronoun] was just another cog in the machine. 

[PAWN_nameDef] found [PAWN_possessive] freedom by joining a rebel organization whose goal was to break free from their corporate masters.",Construction+1	Plants+1	Intellectual-2	Shooting+2	Social+2	Crafting+2	
medieval plower,MedievalPlower14,"[PAWN_nameDef] lived on a planet where kings and queens ruled with little regard for the peasants beneath them. [PAWN_possessive] family owned a large farm, but the king took most of the food it produced. This left [PAWN_nameDef]'s family poor, and unable to pay for [PAWN_possessive] education. Instead, [PAWN_pronoun] was required to work the fields with [PAWN_possessive] parents, and never had time to practice creativity.",Construction+2	Plants+5	Intellectual-1	Artistic-2	
son of a huntress,SonOfAHuntress75,"In the mountains of the planet Ticonderoga, [PAWN_nameDef] was raised by [PAWN_possessive] tribal mother. She taught [PAWN_objective] survival skills - trapping, tracking, shooting, skinning, cooking and healing.

[PAWN_possessive] departed father had left behind an old bolt-action rifle, and [PAWN_nameDef] practiced with it every chance [PAWN_pronoun] got.",Shooting+2	Melee+2	Cooking+2	Medicine+1	Crafting+1	
student socialite,StudentSocialite89,"[PAWN_nameDef] learned politics in an elite training school for socially gifted students on Kalthas IV.

While [PAWN_pronoun] was naturally adept at reading and manipulating people, [PAWN_pronoun] found no joy in it. [PAWN_pronoun] left the academy several years before graduation.",Social+6	
awkward nerd,AwkwardNerd48,"Always fascinated by machines, [PAWN_nameDef] spent [PAWN_possessive] time studying robotics and holography. [PAWN_pronoun] preferred the company of [PAWN_possessive] scientific creations to that of other people.",Intellectual+5	Melee-2	Social-2	Crafting+4	
midworld geek,MidworldGeek18,"[PAWN_nameDef] grew up in a quiet suburban neighborhood. [PAWN_pronoun] was never a master of social interaction, but [PAWN_possessive] interest in computers blossomed into a true talent at an early age.",Intellectual+6	Social-3	
cat herder,CatHerder4,"[PAWN_nameDef] helped out in [PAWN_possessive] father's cat breeding business, socializing, herding, and feeding hundreds of cats.

When [PAWN_pronoun] refused to clean up after the cats, [PAWN_pronoun] was transferred to the breeding science division.",Social+2	Cooking+3	
scavenger,Scavenger62,"[PAWN_nameDef] grew up in one of the few remaining cities on a world ravaged by nuclear war.

[PAWN_pronoun] learned to survive on [PAWN_possessive] own in this post-apocalyptic wasteland by scavenging for technology and supplies.",Shooting+2	Melee+2	Social-2	Cooking+2	
vatgrown assassin,VatgrownAssassin20,"[PAWN_nameDef] was not made as a man, but a cold hearted assassin. [PAWN_pronoun] was bio-engineered by scientists, and trained as a killer. [PAWN_pronoun] was bred to have no emotion, no feelings, and no care for who lives, and who dies.",Construction+2	Shooting+4	Melee+1	
urbworld child,UrbworldChild56,"[PAWN_nameDef] had an isolated upbringing on an urbworld. [PAWN_possessive] hatred of heights kept [PAWN_objective] indoors often, and made [PAWN_objective] an introverted child.

When [PAWN_pronoun] did go out onto the catwalks of the city, [PAWN_pronoun] enjoyed playing war games, becoming proficient with various simulation weapons.",Plants+1	Intellectual+1	Shooting+3	Artistic+1	Crafting+1	
starforce cadet,StarforceCadet79,"Raised on Amen-Ti, glitterworld capital of the Star Empire, [PAWN_nameFull] had an easy childhood.

As a youth, [PAWN_nameDef] decided that joining the Starforce would be [PAWN_possessive] way of giving back to the Empire.",Intellectual+2	Mining-3	Social+2	Medicine+1	
stableboy,Stableboy49,"[PAWN_nameDef] was a stableboy on a medieval planet, mucking dung almost every day to earn [PAWN_possessive] keep.

By the time [PAWN_pronoun] was exiting childhood, [PAWN_nameDef] had saved up enough money to pay a space trader to take [PAWN_objective] offworld.",Mining+2	Melee+2	Artistic+2	Crafting+1	
artful dodger,ArtfulDodger78,"[PAWN_nameDef] grew up on one of the urbworlds and had to fend for [PAWN_objective]self all [PAWN_possessive] life. [PAWN_pronoun] never trusted anyone, relying on [PAWN_possessive] persuasiveness and cunning to survive.

[PAWN_pronoun] soon became skilled with firearms and knives as well as words.",Shooting+1	Melee+2	Social+3	
pickpocket,Pickpocket82,"Orphaned and abandoned on the tumultuous streets of [PAWN_possessive] polluted, teeming homeworld, [PAWN_nameDef] survived by deft hand and fleet foot. A natural born thief and trickster, [PAWN_pronoun] rose to prominence early, running the notorious and violent urchin gang 'Doomben Rats'.",Melee+2	Social+2	Artistic+2	
disaster survivor,DisasterSurvivor65,"[PAWN_nameDef] was uprooted when marauders attacked [PAWN_possessive] family farm, destroying machinery and killing farmhands and beasts alike.

After the death of all [PAWN_pronoun] knew, [PAWN_pronoun] was left in the ruins to fend for [PAWN_objective]self.",Plants+2	Melee+3	Crafting+2	
history student,HistoryStudent12,"As a child, [PAWN_nameDef] learned many artistic forms including music and novel writing. As [PAWN_pronoun] grew older, [PAWN_pronoun] began to study legends from [PAWN_possessive] home world - legends of the lizard-like beings at the center of [PAWN_possessive] culture's folklore.",Social+2	Artistic+4	Crafting+1	
noble ward,NobleWard61,"[PAWN_nameDef] was adopted by a prominent noble family after being left on their doorstep by [PAWN_possessive] mother.

[PAWN_pronoun] quickly learned secrets that passed between the nobles like cheap wine - of worlds beyond [PAWN_possessive] own, languages, cultures and technologies both new and old.",Intellectual+4	Shooting-1	Melee-2	Social+3	
feral child,FeralChild96,"Abandoned on an animal planet as a small child with nought but a blanket with a name embroidered on it, [PAWN_nameDef] made [PAWN_objective]self one with the wilderness.

When [PAWN_pronoun] was 13, [PAWN_pronoun] encountered a team of mineral surveyors, who ""offered"" [PAWN_objective] passage off of the planet.",Plants+2	Melee+4	Crafting+1	
spoiled child,SpoiledChild33,"[PAWN_nameDef] grew up the child of an industrious colony manager. In this position, most manual and dangerous tasks were forbidden by [PAWN_possessive] parents, but on the rim everyone has to dirty their hands.",Construction-2	Plants+2	Mining-2	Social+2	Cooking+2	Artistic+2	
amateur engineer,AmateurEngineer3,"[PAWN_nameDef] grew up in a family with a military and engineering background. [PAWN_pronoun] wanted to join the army but [PAWN_possessive] father didn't like the idea, so [PAWN_possessive] interest turned to great flying machines and works of engineering. [PAWN_pronoun] secretly hoped that this would one day lead [PAWN_objective] to a life of galactic exploration.",Construction+2	Intellectual+2	Mining+1	Shooting+1	
street urchin,StreetUrchin45,"Born to a poor family, [PAWN_nameDef] was a sickly child who never quite developed the strength of [PAWN_possessive] siblings.

[PAWN_possessive] parents, unable to afford to provide for [PAWN_objective] and certain [PAWN_pronoun] couldn't pay [PAWN_possessive] own way, threw [PAWN_objective] to the streets. [PAWN_pronoun] learned hard and fast how to survive by any means necessary.",Construction+2	Intellectual-2	Mining+2	Melee+3	
wild child,WildChild5,"[PAWN_nameDef] was abandoned on a toxic world overgrown with hostile plant life. [PAWN_pronoun] became accustomed early to the cold burn of loneliness.

[PAWN_pronoun] learned to fight, but ate [PAWN_possessive] food raw and uncooked.",Shooting+4	Melee+6	Social-2	Cooking-3	
hacker prodigy,HackerProdigy84,"[PAWN_nameDef] was raised as the only child of wealthy surgeons. After being pressured into accepting a medical apprenticeship, [PAWN_pronoun] snapped. [PAWN_pronoun] seized [PAWN_possessive] inheritance and went underground to learn how to exploit computer networks. [PAWN_pronoun] quickly became one of the most feared hackers on [PAWN_possessive] home planet.",Intellectual+7	Medicine+4	
mad scientist,MadScientist47,"[PAWN_nameDef] grew up miserable on the plains of a rimworld. [PAWN_pronoun] found the strength to fight under the teachings of an old, broken scientist.

[PAWN_pronoun] quickly learned to play with people's fears, and was nicknamed 'mad scientist'.",Intellectual+4	Melee+1	Social+2	
youth delinquent,YouthDelinquent30,"[PAWN_nameDef] was the only child of celebrity sommeliers. [PAWN_possessive] parents expected [PAWN_objective] to take up the family profession, but after [PAWN_possessive] third admission to a youth detention center, this career path became unlikely.

While in detention, [PAWN_nameDef] became skilled at making shanks and developed an interest in ornithology.",Shooting+3	Melee+1	Social-1	Crafting+4	
hillbilly prodigy,HillbillyProdigy60,"Born on a cold rimworld inhabited mainly by furred xenohumans, [PAWN_nameDef] grew up to the sound of bar fights and shootouts. Though [PAWN_possessive] childhood was spent playing the banjo and working as a mechanic, [PAWN_possessive] abnormal intelligence made [PAWN_objective] want something more; [PAWN_pronoun] entered medical school at a young age.",Intellectual+2	Melee+2	Medicine+2	
urbworld urchin,UrbworldUrchin90,"Abandoned among the filthy concrete spires, [PAWN_nameDef] never knew [PAWN_possessive] parents. [PAWN_pronoun] never received formal education, and often resorted to doing menial labor in exchange for food. Sometimes [PAWN_pronoun] lied, cheated, and stole to survive.",Mining+4	Melee+2	
midworld sketcher,MidworldSketcher71,"[PAWN_nameDef] was born into a loving but poor family.

[PAWN_pronoun] discovered [PAWN_pronoun] had an artistic talent which [PAWN_pronoun] inherited from [PAWN_possessive] father. [PAWN_possessive] mother taught [PAWN_objective] the benefits of hard work and determination. As [PAWN_pronoun] grew older, [PAWN_nameDef] developed a fascination with technology and military history.",Shooting+2	Melee+1	Artistic+3	
coreworld student,CoreworldStudent50,"Born a male named Alex, [PAWN_nameDef] didn't fit in well with the other boys. When very young, [PAWN_pronoun] preferred creative pursuits, such as crafting jewelry, over sports. [PAWN_pronoun] felt [PAWN_pronoun] had the wrong body. Luckily, [PAWN_possessive] family and friends supported [PAWN_possessive] sex reassignment; as a teen, [PAWN_pronoun] underwent surgery to become a female.",Construction+2	Shooting-1	Artistic+4	Crafting+4	
